微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
都市快报,08月17日 23:28,//weibo.com/1847582585/M1vyCgAem?refer_flag=1001030103_,#重庆涪陵起火山上有人居住##重庆涪陵突发山火村民紧急撤离# 今天（8月17日）下午，重庆涪陵城区周边发生火灾。晚上10点左右，橙柿互动联系重庆涪陵区火灾现场一位村民，该村民住在爻里小镇，她说起火地方是北山坪，目前火势正在扑灭中。“我已经和父母暂时撤离到其他地方了，我们住在山脚下，难免还是有些怕，我现在住的地方已经看不到火了。”这位村民听说，山上起火的地方位于半山腰附近，火势比较大的位置附近好像有人居住，“现在另一座山也着火了。”起火原因仍在调查中。 L都市快报的微博视频 #涪陵山火# #重庆涪陵山火仍在扑救中# 收起d,blue,13,9,45
阿沅蒸滴c,08月17日 23:28,//weibo.com/7007804010/M1vyC03DR?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿蓝朋友们能够平平安安的归来? ?,yellow,0,0,0
第三届跑路冠军,08月17日 23:28,//weibo.com/6385658928/M1vyBoqck?refer_flag=1001030103_,#重庆涪陵突发山火#消防员救火注意安全啊???看着火势好大好危险 ?,yellow,0,0,0
cn圆圆不留丢,08月17日 23:27,//weibo.com/7558396611/M1vyx0RGk?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#祈祷赶紧扑灭，一切都平安！??? ?,yellow,0,0,0
姚姚一米阳光,08月17日 23:27,//weibo.com/7320093677/M1vywCq8H?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#救援人员注意安全，平安归来 ?,yellow,0,0,0
生如夏花_199901,08月17日 23:27,//weibo.com/6517514237/M1vyw6xBY?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#消防战士一定一定一定要平安归来? ?,yellow,0,0,3
遂宁河东公安,08月17日 23:27,//weibo.com/5330880000/M1vyvfuYO?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,blue,0,1,1
财入门,08月17日 23:27,//weibo.com/1229253383/M1vyv9Z6P?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#山火是很难灭的，再加上这段时间，四川重庆那边一直高温干旱少雨，这山火不烧到个空旷没有树木的地带，怕是很难熄灭。周边的相关居民人员抓紧撤离，消防员也一定要注意安全。树烧了就烧了，明年还会长，还可以种，人没了可就回不来了，一切行动都要以人的安全为前提。美国和澳大利亚好像每年也都会发生大规模的山火，发生山火最关键的就是人员要赶紧撤离到安全地带，房子都可以不要，要保证人的安全。 收起d,gold,0,7,111
贵州消防,08月17日 23:27,//weibo.com/1234499617/M1vyrB2oQ?refer_flag=1001030103_,【森林防火应该注意啥？】森林防火，人人有责。你知道吗？大部分森林火灾都是人为原因造成的。进入林区时千万记得不携带火种、不在山上吸烟、不野炊烧烤、烧纸祭祀以及燃放烟花爆竹……更多知识戳视频，一定要记牢哦～ L中国消防的微博视频 #涪陵山火##重庆涪陵突发山火# #重庆涪陵山火仍在扑救中# ?,blue,21,39,20
手机用户2962553867,08月17日 23:27,//weibo.com/2962553867/M1vypiEWm?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#快来一场暴雨吧? ?,yellow,0,0,0
商洛中院,08月17日 23:27,//weibo.com/2175409884/M1vyoa17K?refer_flag=1001030103_,#涪陵山火#【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）  L人民日报的微博视频 ???,blue,0,0,0
半岛晨报,08月17日 23:27,//weibo.com/1043320390/M1vyiaZp1?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！L央视新闻的微博视频 ?,blue,0,0,2
亲爱的不二带我走吧,08月17日 23:27,//weibo.com/5771091787/M1vybn7Wf?refer_flag=1001030103_,#涪陵山火#前两天重庆消防有个战士救火牺牲，他的战友刚把他送回山东（明天下葬），就又要去灭火，愿平安，愿每一位消防员都平安。 ?,yellow,0,0,1
胡江波在北京,08月17日 23:26,//weibo.com/1417206603/M1vy2vcfN?refer_flag=1001030103_,#涪陵山火##重庆涪陵山火救援现场##消防全力扑救涪陵山火# 8月17日下午，重庆市涪陵区城区周边发生山火，重庆市消防救援总队表示，目前山火仍在扑救过程中。 via 封面新闻  L封面新闻的微博视频 ???,yellow,32,45,65
贺苾波斯黛,08月17日 23:26,//weibo.com/7270231694/M1vy14WTD?refer_flag=1001030103_,#涪陵山火#能不能下场雨啊重庆人求求了 ?,yellow,0,0,1
木昆崽,08月17日 23:26,//weibo.com/7602340988/M1vy0aB0F?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#必须给我注意安全！！！消防员们平安回来！！ ?,yellow,0,0,3
香港胡迪Woody,08月17日 23:26,//weibo.com/3982425411/M1vxY4kuu?refer_flag=1001030103_,#涪陵山火# 消防員一定要注意安全啊！?#重庆涪陵山火仍在扑救中# L香港胡迪Woody的微博视频 ?,yellow,2,14,124
圆啊是十元_,08月17日 23:26,//weibo.com/6229709027/M1vxXybsr?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
互联网阿吉,08月17日 23:26,//weibo.com/3185500911/M1vxWhQXL?refer_flag=1001030103_,今天，重庆涪陵区城区周边发生山火，暂无人员伤亡。 ?,yellow,0,0,0
利刃空天,08月17日 23:26,//weibo.com/6209092845/M1vxSwOri?refer_flag=1001030103_,#涪陵山火##重庆涪陵突发山火#8月17日晚，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。愿平安！?（总台央视记者伍黎明 杨洋） L利刃空天的微博视频 ???,gold,0,0,1
又又又又困了-_,08月17日 23:26,//weibo.com/7373160747/M1vxOBQcF?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,gold,0,0,0
布官圆62,08月17日 23:26,//weibo.com/7437205022/M1vxLDqLI?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中##重庆涪陵山火仍在扑救中# 愿平安，一定要安全回来 ?,yellow,0,0,1
蜀國小帥,08月17日 23:25,//weibo.com/3557541162/M1vxFf7aZ?refer_flag=1001030103_,#涪陵山火#重庆气温将近40多度，消防官兵还要穿着厚厚的防火服去灭火。他们真的很辛苦，愿消防官兵平安归来。 ?,yellow,0,0,7
我爸妈天下第一配,08月17日 23:25,//weibo.com/7765658674/M1vxpvZ8i?refer_flag=1001030103_,#涪陵山火#平平安安啊好几个认识的朋友都在重庆 真的很担心 ?,yellow,0,0,0
班长老A,08月17日 23:24,//weibo.com/6785443243/M1vxlmJx5?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#所有救援人员都要平平安安的回来。#垂直领域点亮计划# ?,yellow,2,2,6
不烊浪漫·,08月17日 23:24,//weibo.com/5911759306/M1vxj3gRO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#这个高温再加上这个山火，希望消防战士别中暑了，平安归来 ?,yellow,0,0,0
在长牙时就办了储蓄卡,08月17日 23:24,//weibo.com/6587282846/M1vxiFW6e?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#救援人员们归来无恙?????各位市民朋友们平平安安????? ?,yellow,0,0,3
南巷清风77373,08月17日 23:24,//weibo.com/7002726791/M1vxiokwt?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#求求老天爷快点下雨吧??消防员一定要注意安全，平平安安回来? ?,yellow,0,0,6
闪直播,08月17日 23:24,//weibo.com/2135586780/M1vxi6J4e?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ?,blue,0,0,1
可槿晚寻冬,08月17日 23:24,//weibo.com/6509003537/M1vxhzupB?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#救援人员注意安全 愿平安 ?,yellow,0,0,0
交通安全蜀黍,08月17日 23:24,//weibo.com/1653076903/M1vxg72bv?refer_flag=1001030103_,#涪陵山火#今天下午，重庆涪陵突发山火，愿平安。#重庆涪陵突发山火# L交通安全蜀黍的微博视频 ?,gold,2,6,27
动感光波blublu,08月17日 23:24,//weibo.com/7244827993/M1vxcuOip?refer_flag=1001030103_,#涪陵山火##重庆# 蓝朋友们一定要平安归来 ?,yellow,0,0,1
廖小肥,08月17日 23:24,//weibo.com/1653473042/M1vx9AMVi?refer_flag=1001030103_,#重庆涪陵突发山火# 天干物燥，小心火烛山火救援难度极大，愿逆行者平安? ?,yellow,0,0,0
马上谈,08月17日 23:24,//weibo.com/2036161077/M1vx6BgFU?refer_flag=1001030103_,#涪陵山火#网友隔江实拍重庆涪陵山火：2022年8月17日20：45分涪陵北山坪发生森林大火！据央视新闻报道，17日下午，涪陵区城区周边发生山火。重庆消防救援总队表示，目前#重庆涪陵山火仍在扑救中#。重庆市应急管理局回应记者称：暂无人员伤亡。（via 两江浪涛） L马上谈的微博视频 ?,gold,5,4,77
rickyaoyao,08月17日 23:24,//weibo.com/1841662844/M1vx64fSl?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,yellow,0,0,1
嘉然与舒窈,08月17日 23:24,//weibo.com/7371418693/M1vwZxZiL?refer_flag=1001030103_,#重庆涪陵突发山火#祝愿所有人都平平安安的 ?,yellow,0,0,0
宁波倪少,08月17日 23:24,//weibo.com/2168837204/M1vwYjQDi?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）L人民日报的微博视频 ???,gold,1,2,3
胖泰泰妈咪,08月17日 23:24,//weibo.com/7144914611/M1vwYnafx?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#拜托，连续十天40°已经很辛苦了，不要再有人员伤亡 ?,yellow,0,0,8
留一杯抹茶,08月17日 23:24,//weibo.com/7644111922/M1vwXcjxI?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安? ?,yellow,0,0,0
伊可山水闻雨落下川葭,08月17日 23:23,//weibo.com/6351874722/M1vwUbI5e?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#最新情报，火势仍在快速蔓延，真的是眼睁睁白天看到晚上，火越来越大，蔓延速度越来越快 ?,yellow,1,9,10
老熬夜人,08月17日 23:23,//weibo.com/7182898282/M1vwR05X0?refer_flag=1001030103_,#重庆涪陵突发山火#卧槽，我隔壁，愿平安 ?,yellow,0,0,1
不知道说啥给你比个心,08月17日 23:23,//weibo.com/7771785779/M1vwQ6RiN?refer_flag=1001030103_,#重庆涪陵突发山火#今年夏天实在太热了。希望人都平安无事??? ?,yellow,0,1,1
成铁中院,08月17日 23:23,//weibo.com/3910979314/M1vwP9cC1?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,23,7
荔枝新闻,08月17日 23:23,//weibo.com/1796087453/M1vwOxAev?refer_flag=1001030103_,【#重庆涪陵消防回应山火情况#：#重庆涪陵突发山火暂无人员伤亡#】8月17日晚，涪陵北山坪突发山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。#涪陵山火# @红星新闻 L红星视频的微博视频 ?,blue,2,3,16
陇南成县发布,08月17日 23:23,//weibo.com/2634283941/M1vwN57SG?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
小生阿柒yu,08月17日 23:23,//weibo.com/7268442403/M1vwL4lDp?refer_flag=1001030103_,#涪陵山火#重庆这么热还山火 天愿平安 ?,yellow,0,0,0
河南消防,08月17日 23:23,//weibo.com/2106558073/M1vwKuUvE?refer_flag=1001030103_,#小豫说安全# 【一图了解森林火灾的预防和避险】火灾是森林的大敌。在破坏森林的各种因素中，以森林火灾最为严重，它不仅破坏自然生态，甚至会造成人员财产损失。雷电、干旱高温、烧灰积肥、乱丢烟头等都有可能引发森林火灾，我们应该如何预防避险？戳图了解↓ #重庆涪陵突发山火# ???#涪陵山火# ?,blue,47,37,65
四川观察,08月17日 23:23,//weibo.com/3203137375/M1vwKppd6?refer_flag=1001030103_,【直播：#重庆涪陵山火最新情况#】8月17日，重庆涪陵北山坪突发山火，火焰蔓延半边山坡，消防员奋力扑救，愿平安！重庆消防回应：仍在扑救过程中，暂无人员伤亡。关注#重庆涪陵山火仍在扑救中# ↓↓↓#平安归来刷屏涪陵消防评论区# L四川观察的微博视频 #涪陵山火# ?,blue,59,1694,717
c四火de燚c,08月17日 23:23,//weibo.com/5568248524/M1vwI72rT?refer_flag=1001030103_,#重庆涪陵突发山火# 希望平安啊 ?,yellow,0,0,0
1孙策,08月17日 23:23,//weibo.com/6898675261/M1vwHg0MO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# ?,yellow,0,0,0
平利检察,08月17日 23:23,//weibo.com/5192877731/M1vwCqI76?refer_flag=1001030103_,平利县人民检察院 【森林防火应该注意啥？】森林防火，人人有责。你知道吗？大部分森林火灾都是人为原因造成的。进入林区时千万记得不携带火种、不在山上吸烟、不野炊烧烤、烧纸祭祀以及燃放烟花爆竹……更多知识戳视频，一定要记牢哦～#重庆涪陵山火仍在扑救中# L中国消防的微博视频 ? ??? 收起d,blue,0,14,7
Bun_小圆甜饼店,08月17日 23:22,//weibo.com/6474517711/M1vwwznG2?refer_flag=1001030103_,#重庆涪陵突发山火#希望平安???? ?,yellow,0,0,0
定向培养军士,08月17日 23:22,//weibo.com/5912426100/M1vwt54zl?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安? ?,yellow,0,0,0
贵州消防,08月17日 23:22,//weibo.com/1234499617/M1vwpqCuA?refer_flag=1001030103_,【一图了解森林火灾的预防和避险】火灾是森林的大敌。在破坏森林的各种因素中，以森林火灾最为严重，它不仅破坏自然生态，甚至会造成人员财产损失。雷电、干旱高温、烧灰积肥、乱丢烟头等都有可能引发森林火灾，我们应该如何预防避险？戳图了解↓ #重庆涪陵突发山火# #涪陵山火# ?,blue,6,25,22
桃直夭夭,08月17日 23:22,//weibo.com/7596730093/M1vwkrpHZ?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#天干物燥，愿一切平安? ?,yellow,0,0,3
赞桃苏打水,08月17日 23:22,//weibo.com/7621112228/M1vwila5t?refer_flag=1001030103_,#重庆涪陵突发山火##重庆涪陵突发山火# 平安? ?,yellow,0,0,0
我还就不信邪了,08月17日 23:22,//weibo.com/6390475875/M1vwi5JV4?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#都要好好的，平安归来，逆行英雄 ?,yellow,0,0,0
开阳县检察院,08月17日 23:22,//weibo.com/3196346062/M1vwhrTyM?refer_flag=1001030103_,【森林防火应该注意啥？】森林防火，人人有责。你知道吗？大部分森林火灾都是人为原因造成的。进入林区时千万记得不携带火种、不在山上吸烟、不野炊烧烤、烧纸祭祀以及燃放烟花爆竹……更多知识戳视频，一定要记牢哦～#重庆涪陵山火仍在扑救中# #重庆涪陵突发山火#L中国消防的微博视频 ?,blue,0,6,4
TFBOYS永辉煌i,08月17日 23:22,//weibo.com/3779003915/M1vwgyGGG?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安！救援人员辛苦了??? ?,gold,0,0,0
手机上的新浪,08月17日 23:22,//weibo.com/1712686623/M1vwe0Tjn?refer_flag=1001030103_,#涪陵山火#【愿平安！#重庆涪陵山火扑救现场#】8月17日下午，重庆市涪陵区城区周边发生山火。火光中，消防正全力扑救。重庆市消防救援总队表示，目前山火仍在扑救过程中。愿平安！L封面新闻的微博视频 ?,blue,0,7,11
新浪新闻,08月17日 23:22,//weibo.com/2028810631/M1vwdBlO6?refer_flag=1001030103_,#涪陵山火#【愿平安！#重庆涪陵山火扑救现场#】8月17日下午，重庆市涪陵区城区周边发生山火。火光中，消防正全力扑救。重庆市消防救援总队表示，目前山火仍在扑救过程中。愿平安！L封面新闻的微博视频 ?,blue,32,74,174
咸鱼张二,08月17日 23:21,//weibo.com/5268180435/M1vw4fHWL?refer_flag=1001030103_,#重庆涪陵突发山火#期待下一条新闻:山火已控制，无人员伤亡? ?,yellow,0,0,5
劲舞团你会跳吗78784,08月17日 23:21,//weibo.com/7418790178/M1vw28l1R?refer_flag=1001030103_,分享网易新闻《重庆涪陵突发山火 暂无伤亡消防正扑救》 O重庆涪陵突发山火 暂无伤亡消防正扑救 来自@网易新闻客户端 #网易新闻# ?,yellow,0,0,0
